project_ID,notes,buffer_included,buffer_perc,start_year,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 31,Year 32,Year 33,Year 34,Year 35,Year 36,Year 37,Year 38,Year 39,Year 40,Year 41,Year 42,Year 43,Year 44,Year 45,Year 46,Year 47,Year 48,Year 49,Year 50,Year 51,Year 52,Year 53,Year 54,Year 55,Year 56,Year 57,Year 58,Year 59,Year 60,Year 61,Year 62,Year 63,Year 64,Year 65,Year 66,Year 67,Year 68,Year 69,Year 70,Year 71,Year 72,Year 73,Year 74,Year 75,Year 76,Year 77,Year 78,Year 79,Year 80,Year 81,Year 82,Year 83,Year 84,Year 85,Year 86,Year 87,Year 88,Year 89,Year 90,Year 91,Year 92,Year 93,Year 94,Year 95,Year 96,Year 97,Year 98,Year 99,Year 100,Year 101,,,,,
VCS1400,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 56 on page 227-229 VCUs",1,17,2013,14189,104917,154737,173067,193256,204609,213071,270210,235424,245150,247739,245256,242066,339023,233871,227503,242769,264514,270117,430183,285363,296717,305047,313408,319494,534923,329443,364582,365007,365661,240827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1403,"Reported in PDD as ""Calculation of Verified Carbon Units"" on Table 18 on page 77-78 Net GHG emission reductions after risk buffer deduction",1,20.5,2010,579,604,643,713,1103,1521,1572,1624,1676,1728,1757,1153,1150,1136,1075,660,338,286,237,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1408,"Reported in PDD as ""Project Estimated annual NERs"" on Table 25 on page 125 Estimated GHG emission reductions",0,n/a,2014,1128485,831172,916396,995038,1153454,1132144,1191836,1226872,1258641,1464819,1287787,1281604,1271327,1251427,1495892,1176751,1140664,1109874,1067120,1355646,990403,960814,937763,890728,1217146,840433,810277,778692,753599,1111482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1414,"Reported in PDD as Ex-ante estimation of VCUs, Table 31 page 83-84.  Values taken from column labeled Estimated GHG emission reductions or removals",0,22,2014,14,38,54,80,124,196,335,546,799,1094,1431,1812,2244,2731,847,3253,3833,4483,5210,6020,6921,7917,9015,10220,-4519,10386,11632,12979,14429,15984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1429,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 7-10.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2012,351.75,710.08,1051.62,1258.59,1416.9,4957.7,1208.71,8386.93,-11936.82,1462.71,1867.57,2143.68,2280.06,2352.33,5791.53,1976.18,9074.8,-11335.97,1973.48,2288.36,2422.87,2204.08,2135.81,5443.92,1503.73,8487.8,-11976.36,1285.89,1559.52,1712.44,1734.95,1703.39,5049.1,1150.58,8176.11,-12298.07,957.13,1226.32,1377.11,1399.53,691.91,663.29,635.27,607.93,581.31,555.45,530.38,506.11,482.67,460.06,438.27,417.31,397.18,377.85,359.31,341.56,324.57,308.32,292.79,277.96,263.81,250.31,237.45,225.19,213.52,202.42,191.85,181.8,172.25,163.18,154.56,146.37,138.6,131.23,124.23,117.59,111.3,105.33,99.67,94.31,89.23,84.41,79.85,75.53,71.44,67.57,63.9,60.43,57.14,54.03,51.09,48.3,45.67,43.18,40.82,38.59,36.48,34.48,32.59,30.81,,,,,,
VCS1434,"Reported in PDD as Estimated GHG emission reductions or removals, Table 24 pages 73-76.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2011,95.36,573.91,1383.11,2396.95,3569.75,5301.76,8227.29,12005.74,15723.32,18294.23,19664.43,20136.21,19998.28,18876.77,18708.59,17288.13,13929.33,5727.89,1086.13,3159.86,-75928.66,8678.89,9144.94,203.02,7830.79,6861.56,6608.42,5697.42,3694.47,-1158.66,-1815.29,-565.34,5772.49,5671.18,5173.44,4495.27,-28906.19,1170.31,1041.79,926.88,824.25,732.68,651.04,578.3,513.54,455.92,404.67,359.11,318.62,282.65,250.71,222.35,197.18,174.84,155.01,137.43,121.83,107.99,95.73,84.85,75.2,66.65,59.07,52.35,46.39,41.11,36.43,32.28,28.61,25.35,22.46,19.91,17.64,15.63,13.85,12.27,10.87,9.63,8.54,7.56,6.7,5.94,5.26,4.66,4.13,3.66,3.24,2.87,2.55,2.26,2,1.77,1.57,1.39,1.23,1.09,0.97,0.86,0.76,0.67,,,,,,
VCS1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1477,"Reported in PDD as Calculation of estimated verified carbon units, Table 80 pages 196-198.  Values taken from column labeled Estimated VCU.",1,10,2011,"1,404,330","1,398,752","3,950,285","4,037,205","4,424,832","4,640,182","5,239,509","5,515,287","5,892,227","6,219,617","6,666,469","6,823,628","7,275,262","7,462,232","7,896,374","8,094,746","8,509,039","8,727,679","9,285,238","9,423,876","9,096,606","9,425,608","8,351,267","8,300,658","8,258,380","8,259,888","8,254,358","8,208,700","8,233,633","8,196,342","8,226,215","8,149,872","8,132,722","8,155,212","8,100,459","8,097,548","8,114,120","8,112,153","8,079,863","8,080,873","8,037,521","8,046,742","8,029,369","8,017,338","7,978,032","7,973,987","7,974,344","7,943,670","7,923,838","7,911,214","7,909,534","7,895,543","7,903,288","7,882,187","7,846,179","7,878,557","7,842,379","7,806,442","7,823,664","7,765,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1496,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 pages 12-13.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2010,375,"1,941","4,934","7,456","10,630","17,635","19,265","19,265","19,266","19,305","18,438","16,514","14,740","11,304","9,760","9,273","8,809","8,368","7,950","7,552","6,488","3,316","-1,192",-603,"-7,445",450,"4,587","4,358","4,140","3,932","3,737","3,549","3,332","2,950","2,290","1,638",670,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1503,"Reported in PDD as  Ex-ante estimate of net anthropogenic emission reductions and Verified Carbon Units, Table 43 pages 159-160.  Values taken from column labeled Ex ante VCUs tradable.",1,11,2013,240388,360404,371473,377478,429970,370616,409431,405376,406176,354911,399646,421204,493608,419789,325511,345766,351212,429735,428710,356578,362673,301753,288423,283805,320212,342124,465404,297646,414616,330371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1529,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 5.  Values taken from column labeled Estimated GHG emission reductions or removals (with buffer deduction)",1,23,2010,"79,602","78,807","78,012","77,217","76,422","75,628","74,833","74,038","73,243","99,002","70,180","67,911","65,643","63,375","61,107","58,838","56,570","54,302","52,034","49,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1530,"Reported in PDD as  Estimated net GHG emission reductions, Table 26 pages 86-87.  Values taken from column labeled Estimated net GHG emissions or removals.",0,n/a,2012,"29,730","65,716","72,195","104,158","111,245","120,532","56,758","76,147","183,064","-12,148","5,311","43,002","82,071","83,557","124,732","72,083","-93,136","-15,625","47,858","-143,668","51,202","130,183","90,662","38,153","17,641","-56,006","-9,666","46,400","18,758","-155,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1532,"Reported in PDD as  Ex-ante estimation net GHG emissions reductions of the entire project calculation summary, Table 60 pages 126-127.  Values taken from column labeled Estimated net GHG emissions or removals.",0,11,2013,"-12,542","17,780","65,519","132,031","212,362","301,590","324,185","340,512","360,901","383,377","31,525","31,532","31,529","31,526","31,523","31,520","31,517","31,514","31,511","31,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1538,"Reported in PDD as  Ex-ante calculation summary, Table 17 pages 75-76.  Values taken from column labeled Estimated GHG emissions or removals.",0,n/a,2011,-620,"1,522","10,124","16,485","19,755","22,561","25,042","27,251","29,216","30,956","32,484","33,811","34,946","35,896","36,670","37,272","37,710","37,989","38,115","38,093","38,355","39,054","38,799","35,098","34,531","33,854","33,070","32,185","31,203","30,130","28,971","27,730","26,412","25,022","23,565","22,046","15,778","4,179",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1541,"Reported in PDD as  Ex-ante estimate of net anthropogenic emission reductions, buffer credits and Verified Carbon Units, Table 47 page 175.  Values taken from column labeled Ex ante VCUs tradable.",1,10,2012,"74,524","104,540","95,588","140,571","131,415","122,723","160,123","223,063","250,280","295,345","320,635","404,054","412,406","499,828","487,009","481,735","466,554","354,931","348,010","297,381","282,378","201,830","108,588","60,411","27,964","19,940","15,086","11,152","8,433","5,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1542,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 pages 5-6.  Values taken from column labeled Estimated GHG emission reductions or removals (with buffer deduction)",1,25,2011,"36,070","47,744","47,090","46,568","45,920","45,649","45,001","44,479","43,837","43,554","42,365","41,117","39,762","38,730","37,375","36,127","34,785","33,726","32,384","31,137","7,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1543,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 6.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2013,"-41,716","-5,568","88,377","121,868","179,233","182,615","159,797","160,441","117,567","-141,861","-85,697","100,041","123,749","101,361","12,115","49,201","129,114","134,666","-642,758","-574,501","-100,133","24,908","70,141","179,233","182,615","15,979","160,441","117,567","-141,861","-85,697","100,041","123,749","101,361","12,115","49,201","129,114","134,666","-642,758","-574,501","-100,133","24,908","70,141","179,233","182,615","159,797","160,441","117,567","-141,861","-85,697","100,041","123,749","101,361","12,115","49,201","129,114","134,666","-642,758","-574,501","-100,133","-30,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1558,"Reported in PDD as  Ex Ante actual net GHG removals by sinks, Table 16 pages 56-57.  Values taken from column labeled Actual net GHG removals by sinks, Annual carbon stock change.",0,13,2013,"5,094","29,121","60,951","65,240","64,795","64,532","64,339","64,186","64,060","63,952","63,858","63,775","63,701","63,634","63,572","63,516","63,464","63,415","63,370","-2,072","-87,227","-224,390","7,438","59,002","58,767","58,625","58,518","58,431","58,357","20,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1566,"Reported in PDD as  Number of Verified Carbon Units at time t= t2-t1, Table 82 pages 233-234.  Values taken from column labeled VCUt.",1,17,2013,"2,812,745","2,600,441","3,090,273","3,113,533","2,185,370","2,625,812","3,842,235","3,455,208","2,933,500","4,234,780","3,891,914","3,186,481","2,101,325","1,940,595","2,725,887","1,522,708","641,751","563,617","2,817,576","3,462,126","2,582,973","3,801,662","1,907,857","2,101,168","2,442,873","3,906,213","4,155,300","4,055,156","3,668,534","1,208,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1571,"Reported in PDD as  Ex-ante estimate of net anthropogenic emission reductions (DREDD) and Verified Carbon Units, Table 40 pages 106-107.  Values taken from column labeled Ex ante VCUs tradable.",1,10,2012,"27,436","5,151","50,908","54,366","4,580","54,648","58,524","73,729","5,023","60,808","78,473","166,541","88,064","58,268","96,564","86,230","183,109","226,820","266,808","208,825","105,734","207,545","140,298","284,453","283,586","240,518","275,831","295,792","409,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1577,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 5.  Values taken from column labeled Estimated GHG emission reductions or removals (with buffer deduction)",1,25,2011,"26,422","52,706","53,002","53,298","53,594","53,890","54,186","54,482","54,778","55,074","54,856","54,132","53,407","52,682","51,957","51,232","50,507","49,782","49,057","48,332","23,854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1622,"Reported in PDD as Estimated net GHG emission reductions or removals, Table 61 pages 195.  Values taken from column labeled Estimate net GHG emission reductions or removals.",0,n/a,2012,"277,446","513,676","542,299","627,698","708,317","756,196","809,884","880,979","969,825","1,076,243","1,150,920","1,135,414","1,101,832","1,098,758","1,098,159","1,019,100","907,372","883,939","974,763","1,011,540","986,247","1,123,309","867,397","548,846","230,595","151,879","125,579","108,507","89,280","68,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1650,"Reported in PDD as Ex ante estimation of net anthropogenic GHG emissions reductions (REDD) and Verified Carbon Units, Table 5.18 pages 130.  Values taken from column labeled Ex ante VCUs tradable, annual.",1,10,2010,0,"-48,509","-208,062","48,731","1,817,254","2,450,304","2,456,544","2,021,718","1,905,113","1,989,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1663,"Reported in PDD as Total Estimated net GHG Emission Reductions, under section 5.6 pages 80-81.  Values taken from column labeled Estimated net GHG emission reductions or removals ",0,,2013,"10,079","24,444","38,503","50,724","64,555","65,106","65,106","62,901","65,106","64,878","64,908","65,007","65,007","65,106","62,901","65,106","64,878","64,908","65,106","65,106","65,106","65,106","65,106","65,106","65,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1664,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 5.  Values taken from column labeled Estimated GHG emission reductions or removals (with buffer deduction)",1,25,2012,"61,967","65,308","68,650","71,992","75,334","78,675","82,017","85,359","88,701","92,042","93,212","94,382","95,552","96,722","97,892","99,061","100,231","101,401","102,571","103,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1682,"Reported in PDD as Net GHG Emission Reductions and removals, Table 3.4 pages 62-63.  Values taken from column labeled Estimated net GHG emission reductions or removals (numbers were subtracted from the running total to give annual numbers.)",0,n/a,2015,518,"3,513","12,592","12,615","12,700","13,362","13,653","13,653","13,728","13,750","13,736","12,878","10,624","10,387","10,157","9,921","9,604","8,886","7,961","7,255","6,911","6,618","6,294","5,790","5,301","4,725","4,162","3,750","3,399","2,905","2,697","2,592","2,492","2,399","2,311","2,235","2,153","2,078","2,010","1,947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1684,"Reported in PDD as Ex ante estimates of GHG removals by sinks, Table B.7.4 pages 62.  Values taken from column labeled Net anthropogenic GHG removals by sinks",0,n/a,2008,-50,692,"6,779","35,135","14,893","64,383","38,070","63,511","53,459","43,841","44,234","32,784","39,590","35,949","33,561","34,111","27,482","19,577","27,210","16,854","25,991","24,123","27,492","31,882","37,533","44,547","55,522","62,378","77,257","88,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1686,"Reported in PDD as Ex ante estimation net anthropogenic GHG emission reductions, Table 73 pages 176.  Values taken from column labeled Ex ante VCUs Tradeable",1,15,2014,42533,305199,310852,315926,412713,365848,327945,411222,377406,424383,284333,393924,400184,410123,437366,428393,438589,423872,429239,400830,478213,470318,407156,510350,481929,472806,450735,410064,413917,556982,203498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1689,"Reported in PDD as Ex ante estimation for Baseline Emissions, Table 31 pages 114-115.  Values taken from column labeled Estimated net GHG emission reductions or removals(These include 10% reduction for buffer).",1,10,2016,"424,256","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853","376,853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1695,"Reported in PDD as Ex ante estimation of net anthropogenic GHG emissions reductions (REDD) and Verified Carbon Units, Table 40 pages 137-138.  Values taken from column labeled Ex ante VCUs tradable, annual.",1,20,2014,"1,468","1,407","1,287","1,286","1,454","1,413","1,541","1,723","1,459","1,655","1,557","1,866","2,038","1,905","2,046","1,829","1,628","1,944","1,883","1,564","1,564","1,891","1,847","1,555","1,619","1,858","1,656","1,642","1,620","1,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1715,Reported in PDD as Estimated GHG emission reductions or removals with buffer deduction  - Under section 1.7 on pages 5-6.,1,22,2013,"191,642","294,756","201,966","264,226","247,969","253,349","774,644","284,389","323,473","343,494","356,187","406,642","435,073","414,150","351,099","339,704","397,573","305,267","297,553","262,381","277,382","285,001","227,157","219,767","184,689","166,652","186,863","189,394","148,562","169,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1718,Reported in PDD as Estimated GHG emission reductions or removals with buffer deduction  - Under section 1.7 on pages 4-5.,1,22,2013,"67,813","65,813","62,997","74,812","64,367","108,044","130,235","128,434","183,126","106,721","131,428","137,216","111,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1740,Reported in PDD as Estimated GHG emission reductions or removals  - Under section 1.7 on pages 3-4.,0,n/a,2013,"1,863","-100,858","-94,659","45,723","93,488","94,334","160,329","100,435","140,463","152,690","-37,842","149,484","99,930","-60,477","108,266","157,583","132,461","101,039","-696,921","93,247","-664,622","-2,077","91,832","88,141","210,728","4,436","211,571","98,730","-64,285","180,980","-24,432","94,692","142,775","88,980","145,059","98,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1748,Reported in PDD as Estimated GHG emission reductions or removals  - Under section 2.1.17 on page 34.,0,n/a,2015,"4,299,967","4,299,967","4,299,967","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524","3,819,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1764,Reported in PDD as Estimated GHG emission reductions or removals (tCO2e) - Under section 1.7 on page 8.,0,n/a,2015,"7,521","13,982","35,161","51,315","63,447","96,668","118,828","172,444","215,732","250,148","290,429","310,907","329,081","337,240","342,849","306,848","227,274","199,766","156,895","153,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
